;file;cue;rt;run;group;ID
6830;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;226;69;1;Rests_25
6831;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;210;71;1;Rests_25
6832;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;211;70;1;Rests_25
6833;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;226;71;1;Rests_25
6834;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;216;72;1;Rests_25
6835;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;222;72;1;Rests_25
6838;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;205;73;1;Rests_25
6839;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;203;72;1;Rests_25
6840;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;296;73;1;Rests_25
6841;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;222;74;1;Rests_25
6842;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;225;74;1;Rests_25
6843;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;208;75;1;Rests_25
6844;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;202;74;1;Rests_25
6847;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;174;75;1;Rests_25
6849;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;255;77;1;Rests_25
6850;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;183;76;1;Rests_25
6851;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;156;77;1;Rests_25
6852;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;156;78;1;Rests_25
6853;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;133;77;1;Rests_25
6854;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;218;78;1;Rests_25
6856;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;210;78;1;Rests_25
6858;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;210;80;1;Rests_25
6859;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;202;80;1;Rests_25
6860;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;201;79;1;Rests_25
6861;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;190;80;1;Rests_25
6862;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;187;81;1;Rests_25
6863;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;203;81;1;Rests_25
6866;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;200;81;1;Rests_25
6867;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;204;83;1;Rests_25
6869;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;207;83;1;Rests_25
6870;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;203;83;1;Rests_25
6871;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;197;84;1;Rests_25
6872;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;210;84;1;Rests_25
6873;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;197;84;1;Rests_25
6874;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;220;85;1;Rests_25
6875;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;209;85;1;Rests_25
6878;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;207;86;1;Rests_25
6880;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;184;86;1;Rests_25
6881;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;214;87;1;Rests_25
6882;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;211;88;1;Rests_25
6883;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;213;88;1;Rests_25
6884;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;215;87;1;Rests_25
6885;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;213;89;1;Rests_25
6886;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;205;88;1;Rests_25
6889;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;100;89;1;Rests_25
6890;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;192;90;1;Rests_25
6892;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;218;91;1;Rests_25
6893;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;218;90;1;Rests_25
6894;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;199;92;1;Rests_25
6895;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;221;91;1;Rests_25
6896;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;217;92;1;Rests_25
6897;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;213;93;1;Rests_25
6901;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;228;94;1;Rests_25
6902;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;215;93;1;Rests_25
6903;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;228;95;1;Rests_25
6904;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;208;95;1;Rests_25
6905;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;211;94;1;Rests_25
6906;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;228;96;1;Rests_25
6907;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;230;95;1;Rests_25
6909;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;189;96;1;Rests_25
6911;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;223;97;1;Rests_25
6912;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;211;97;1;Rests_25
6913;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;220;98;1;Rests_25
6914;Rests_25_MID_Teil2_2020-11-12_12-50-34;3;220;98;1;Rests_25
6915;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;200;98;1;Rests_25
6917;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;207;99;1;Rests_25
6918;Rests_25_MID_Teil2_2020-11-12_12-50-34;1;207;100;1;Rests_25
6919;Rests_25_MID_Teil2_2020-11-12_12-50-34;2;212;99;1;Rests_25
6923;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;267;1;1;Rests_26
6927;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;333;2;1;Rests_26
6928;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;325;3;1;Rests_26
6930;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;384;3;1;Rests_26
6931;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;323;4;1;Rests_26
6932;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;356;4;1;Rests_26
6933;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;234;4;1;Rests_26
6935;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;298;5;1;Rests_26
6936;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;284;5;1;Rests_26
6937;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;400;6;1;Rests_26
6939;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;265;6;1;Rests_26
6941;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;370;7;1;Rests_26
6942;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;355;7;1;Rests_26
6943;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;470;8;1;Rests_26
6944;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;446;8;1;Rests_26
6945;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;364;8;1;Rests_26
6947;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;261;9;1;Rests_26
6948;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;322;9;1;Rests_26
6949;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;312;10;1;Rests_26
6950;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;245;10;1;Rests_26
6951;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;257;10;1;Rests_26
6952;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;341;11;1;Rests_26
6956;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;321;12;1;Rests_26
6957;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;339;12;1;Rests_26
6959;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;269;13;1;Rests_26
6960;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;361;13;1;Rests_26
6961;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;266;14;1;Rests_26
6962;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;328;14;1;Rests_26
6963;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;394;14;1;Rests_26
6964;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;240;15;1;Rests_26
6965;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;294;15;1;Rests_26
6966;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;361;15;1;Rests_26
6969;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;237;16;1;Rests_26
6970;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;323;17;1;Rests_26
6971;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;366;17;1;Rests_26
6973;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;256;18;1;Rests_26
6974;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;244;18;1;Rests_26
6975;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;333;18;1;Rests_26
6977;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;262;19;1;Rests_26
6978;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;386;19;1;Rests_26
6979;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;278;20;1;Rests_26
6981;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;335;20;1;Rests_26
6982;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;341;21;1;Rests_26
6983;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;298;21;1;Rests_26
6985;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;243;22;1;Rests_26
6987;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;369;22;1;Rests_26
6988;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;263;23;1;Rests_26
6989;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;283;23;1;Rests_26
6990;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;339;23;1;Rests_26
6991;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;272;24;1;Rests_26
6993;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;233;24;1;Rests_26
6994;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;382;25;1;Rests_26
6995;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;97;25;1;Rests_26
6997;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;282;26;1;Rests_26
6998;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;383;26;1;Rests_26
6999;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;263;26;1;Rests_26
7000;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;329;27;1;Rests_26
7001;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;331;27;1;Rests_26
7002;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;352;27;1;Rests_26
7005;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;313;28;1;Rests_26
7006;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;337;29;1;Rests_26
7007;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;253;29;1;Rests_26
7008;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;342;29;1;Rests_26
7009;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;345;30;1;Rests_26
7011;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;366;30;1;Rests_26
7012;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;225;31;1;Rests_26
7014;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;238;31;1;Rests_26
7016;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;230;32;1;Rests_26
7017;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;143;32;1;Rests_26
7018;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;245;33;1;Rests_26
7019;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;55;33;1;Rests_26
7021;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;315;34;1;Rests_26
7023;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;275;34;1;Rests_26
7024;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;95;35;1;Rests_26
7026;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;252;35;1;Rests_26
7027;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;246;35;1;Rests_26
7029;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;247;36;1;Rests_26
7030;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;206;37;1;Rests_26
7031;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;280;37;1;Rests_26
7033;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;268;37;1;Rests_26
7034;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;324;39;1;Rests_26
7035;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;235;38;1;Rests_26
7036;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;252;38;1;Rests_26
7037;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;171;39;1;Rests_26
7038;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;209;39;1;Rests_26
7040;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;230;40;1;Rests_26
7043;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;236;41;1;Rests_26
7046;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;273;42;1;Rests_26
7047;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;328;42;1;Rests_26
7050;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;261;44;1;Rests_26
7051;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;265;43;1;Rests_26
7052;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;113;44;1;Rests_26
7053;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;91;44;1;Rests_26
7054;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;158;45;1;Rests_26
7055;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;252;45;1;Rests_26
7056;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;288;45;1;Rests_26
7057;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;340;46;1;Rests_26
7059;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;311;46;1;Rests_26
7060;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;82;47;1;Rests_26
7062;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;287;47;1;Rests_26
7063;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;194;48;1;Rests_26
7064;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;253;49;1;Rests_26
7065;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;400;48;1;Rests_26
7066;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;334;48;1;Rests_26
7068;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;287;49;1;Rests_26
7069;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;263;50;1;Rests_26
7072;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;249;50;1;Rests_26
7073;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;261;51;1;Rests_26
7074;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;336;51;1;Rests_26
7075;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;110;52;1;Rests_26
7076;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;389;52;1;Rests_26
7077;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;230;53;1;Rests_26
7078;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;248;52;1;Rests_26
7079;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;351;53;1;Rests_26
7080;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;256;53;1;Rests_26
7081;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;312;54;1;Rests_26
7082;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;256;55;1;Rests_26
7083;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;72;54;1;Rests_26
7086;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;247;56;1;Rests_26
7087;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;253;55;1;Rests_26
7088;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;344;56;1;Rests_26
7089;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;277;56;1;Rests_26
7090;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;291;57;1;Rests_26
7094;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;278;59;1;Rests_26
7095;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;288;58;1;Rests_26
7096;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;267;58;1;Rests_26
7097;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;236;59;1;Rests_26
7099;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;252;60;1;Rests_26
7103;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;283;61;1;Rests_26
7104;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;216;62;1;Rests_26
7105;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;313;61;1;Rests_26
7106;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;267;62;1;Rests_26
7107;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;260;63;1;Rests_26
7109;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;176;63;1;Rests_26
7111;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;266;63;1;Rests_26
7112;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;241;64;1;Rests_26
7113;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;257;65;1;Rests_26
7114;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;433;64;1;Rests_26
7115;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;323;65;1;Rests_26
7116;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;472;65;1;Rests_26
7117;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;420;66;1;Rests_26
7118;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;254;66;1;Rests_26
7119;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;333;66;1;Rests_26
7120;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;251;67;1;Rests_26
7125;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;247;69;1;Rests_26
7126;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;272;68;1;Rests_26
7127;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;269;69;1;Rests_26
7128;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;322;70;1;Rests_26
7129;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;272;70;1;Rests_26
7131;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;261;71;1;Rests_26
7133;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;251;70;1;Rests_26
7134;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;286;71;1;Rests_26
7137;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;268;72;1;Rests_26
7138;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;260;73;1;Rests_26
7139;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;248;73;1;Rests_26
7141;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;346;73;1;Rests_26
7142;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;280;74;1;Rests_26
7143;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;341;74;1;Rests_26
7144;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;297;75;1;Rests_26
7145;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;117;75;1;Rests_26
7146;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;283;75;1;Rests_26
7147;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;254;76;1;Rests_26
7148;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;272;76;1;Rests_26
7149;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;279;77;1;Rests_26
7152;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;248;78;1;Rests_26
7154;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;290;78;1;Rests_26
7155;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;337;79;1;Rests_26
7156;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;287;78;1;Rests_26
7157;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;265;79;1;Rests_26
7158;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;264;79;1;Rests_26
7159;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;242;80;1;Rests_26
7161;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;264;81;1;Rests_26
7164;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;326;82;1;Rests_26
7166;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;372;81;1;Rests_26
7167;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;241;83;1;Rests_26
7168;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;559;82;1;Rests_26
7169;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;419;83;1;Rests_26
7170;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;251;84;1;Rests_26
7171;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;274;84;1;Rests_26
7174;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;233;85;1;Rests_26
7175;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;235;85;1;Rests_26
7176;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;362;85;1;Rests_26
7177;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;218;86;1;Rests_26
7178;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;245;86;1;Rests_26
7179;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;270;86;1;Rests_26
7181;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;250;87;1;Rests_26
7182;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;205;88;1;Rests_26
7183;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;259;87;1;Rests_26
7184;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;239;88;1;Rests_26
7185;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;105;89;1;Rests_26
7186;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;270;89;1;Rests_26
7187;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;274;88;1;Rests_26
7189;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;226;90;1;Rests_26
7191;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;269;91;1;Rests_26
7192;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;298;90;1;Rests_26
7193;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;261;91;1;Rests_26
7194;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;223;92;1;Rests_26
7197;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;254;93;1;Rests_26
7198;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;354;92;1;Rests_26
7200;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;242;94;1;Rests_26
7202;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;157;94;1;Rests_26
7203;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;98;95;1;Rests_26
7204;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;437;94;1;Rests_26
7206;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;251;96;1;Rests_26
7207;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;445;95;1;Rests_26
7208;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;243;96;1;Rests_26
7209;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;398;96;1;Rests_26
7210;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;243;97;1;Rests_26
7211;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;228;97;1;Rests_26
7212;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;247;98;1;Rests_26
7213;Rests_26_MID_Teil2_2020-11-18_14-17-12;3;300;97;1;Rests_26
7214;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;301;98;1;Rests_26
7218;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;305;100;1;Rests_26
7220;Rests_26_MID_Teil2_2020-11-18_14-17-12;1;14;100;1;Rests_26
7221;Rests_26_MID_Teil2_2020-11-18_14-17-12;2;192;101;1;Rests_26
7222;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;285;1;1;Rests_27
7226;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;295;2;1;Rests_27
7228;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;234;3;1;Rests_27
7230;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;301;3;1;Rests_27
7232;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;597;4;1;Rests_27
7233;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;420;4;1;Rests_27
7234;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;500;5;1;Rests_27
7235;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;572;5;1;Rests_27
7236;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;564;5;1;Rests_27
7237;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;340;6;1;Rests_27
7238;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;487;6;1;Rests_27
7239;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;338;6;1;Rests_27
7241;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;314;7;1;Rests_27
7245;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;376;8;1;Rests_27
7246;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;278;9;1;Rests_27
7247;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;322;9;1;Rests_27
7248;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;423;9;1;Rests_27
7249;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;517;10;1;Rests_27
7250;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;471;10;1;Rests_27
7251;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;478;10;1;Rests_27
7253;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;378;11;1;Rests_27
7254;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;436;11;1;Rests_27
7258;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;470;13;1;Rests_27
7259;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;502;13;1;Rests_27
7260;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;616;13;1;Rests_27
7261;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;420;14;1;Rests_27
7262;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;529;14;1;Rests_27
7263;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;390;14;1;Rests_27
7264;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;344;15;1;Rests_27
7265;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;504;15;1;Rests_27
7268;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;413;16;1;Rests_27
7270;Rests_27_MID_Teil2_2020-11-24_15-03-04;2;423;17;1;Rests_27
7271;Rests_27_MID_Teil2_2020-11-24_15-03-04;1;409;17;1;Rests_27
7272;Rests_27_MID_Teil2_2020-11-24_15-03-04;3;365;17;1;Rests_27
